company_id,legal_entity,website,city,state,nace_code,nace_label,employees,revenue_eur_m,balance_sheet_eur_m,sme_status,group_check,iso_50001_status,iso_14001_status,emas_status,three_shift_operation,pv_present,public_load_profile_available,public_fossil_heat_signal,refrigeration_or_compressor_signal,batch_or_refrigeration_signal,rectifier_converter_furnace_signal,multi_shift_or_batch_signal,heat_recovery_deployed,energy_management_deployed,flexibility_solution_deployed,thermal_storage_deployed,battery_storage_deployed,power_quality_solution_deployed,industrial_heat_electrification_deployed,public_targets_summary,public_investments_summary,last_verified_date,next_review_date,evidence_confidence,source_urls,review_status,reviewer
P78,Erlemann & Huckenbeck GmbH & Co. KG,https://www.erlemann-huckenbeck.de/,Radevormwald,North Rhine-Westphalia,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.erlemann-huckenbeck.de/,PROVISIONAL,Codex research; Anna review pending
P79,Langer GmbH & Co. KG,https://www.langer-group.de/,Illmensee,Baden-Württemberg,22.29,Manufacture of other plastic products,,,,probable,small_group,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.langer-group.de/Impressum-Langer-Group | https://www.langer-group.de/,PROVISIONAL,Codex research; Anna review pending
P80,MKT Metall- und Kunststofftechnik GmbH,https://www.mkt-gmbh.org/,Küssaberg,Baden-Württemberg,22.29,Manufacture of other plastic products,70,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.mkt-gmbh.org/impressum/ | https://www.mkt-gmbh.org/,PROVISIONAL,Codex research; Anna review pending
P81,Eloxalwerk Ludwigsburg Helmut Zerrer GmbH,https://ceranod.de/,Ludwigsburg,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://ceranod.de/impressum/ | https://ceranod.de/,PROVISIONAL,Codex research; Anna review pending
P82,Galvanotec-Hagen GmbH & Co. KG,https://www.galvanotec-hagen.de/,Hagen,North Rhine-Westphalia,25.61,Treatment and coating of metals,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.galvanotec-hagen.de/,PROVISIONAL,Codex research; Anna review pending
P83,Gerbracht & Mönch Galvanotechnik GmbH,https://www.galvanotec.de/,Idar-Oberstein,Rhineland-Palatinate,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.galvanotec.de/impressum/ | https://www.galvanotec.de/,PROVISIONAL,Codex research; Anna review pending
P84,Sauer Oberflächentechnik GmbH,https://sa-oberflaechen.de/,Neckarwestheim,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://sa-oberflaechen.de/impressum/ | https://sa-oberflaechen.de/unsere-produktion/,PROVISIONAL,Codex research; Anna review pending
P85,Die Schweizer Galvanotechnic GmbH & Co. KG,https://www.galvanotechnic.de/,Heilbronn,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.galvanotechnic.de/,PROVISIONAL,Codex research; Anna review pending
P86,GIESS- TECHNISCHE- SONDERKERAMIK GmbH & Co. KG,https://gts-keramik.de/,Düsseldorf,North Rhine-Westphalia,23.44,Manufacture of other technical ceramic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://gts-keramik.de/,PROVISIONAL,Codex research; Anna review pending
P87,Ceramany GmbH,https://ceramany.com/,Menden,North Rhine-Westphalia,23.44,Manufacture of other technical ceramic products,,,,probable,small_group,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://ceramany.com/impressum/ | https://ceramany.com/kontakt/,PROVISIONAL,Codex research; Anna review pending
P88,Ceramaret Meissen GmbH,https://ceramaret.com/,Meissen,Saxony,23.44,Manufacture of other technical ceramic products,,,,probable,linked_enterprise_check,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://ceramaret.com/de/legal/impressum | https://ceramaret.com/,PROVISIONAL,Codex research; Anna review pending
P89,TECHNISCHE KERAMIK FRÖMGEN GMBH,https://www.tkf-froemgen.de/,Korschenbroich,North Rhine-Westphalia,23.44,Manufacture of other technical ceramic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.tkf-froemgen.de/,PROVISIONAL,Codex research; Anna review pending
P90,InnoKeramik & Technik GmbH,https://innokeramik.de/,Düren,North Rhine-Westphalia,23.44,Manufacture of other technical ceramic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://innokeramik.de/impressum/ | https://innokeramik.de/,PROVISIONAL,Codex research; Anna review pending
P91,Brauerei S. Riegele Inh. Riegele KG,https://www.riegele.de/,Augsburg,Bavaria,11.05,Manufacture of beer,,,,probable,small_group,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.riegele.de/impressum/ | https://www.riegele.de/,PROVISIONAL,Codex research; Anna review pending
P92,Familienbrauerei M. Ketterer GmbH & Co. KG,https://www.kettererbier.de/,Hornberg,Baden-Württemberg,11.05,Manufacture of beer,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.kettererbier.de/impressum/ | https://www.kettererbier.de/,PROVISIONAL,Codex research; Anna review pending
P93,Brauerei Schimpfle GmbH & Co. KG,https://www.brauerei-schimpfle.de/,Gessertshausen,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.brauerei-schimpfle.de/impressum/ | https://www.brauerei-schimpfle.de/,PROVISIONAL,Codex research; Anna review pending
P94,Brauerei zum Kuchlbauer GmbH & Co. KG,https://kuchlbauer.de/,Abensberg,Bavaria,11.05,Manufacture of beer,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://kuchlbauer.de/impressum/ | https://kuchlbauer.de/,PROVISIONAL,Codex research; Anna review pending
P95,Winkler-Bräu GmbH & Co. KG,https://www.winkler-braeu.de/,Velburg,Bavaria,11.05,Manufacture of beer,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.winkler-braeu.de/impressum/ | https://www.winkler-braeu.de/,PROVISIONAL,Codex research; Anna review pending
P96,PEKA Spritzguss GmbH,https://www.peka-spritzguss.de/,Velbert,North Rhine-Westphalia,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.peka-spritzguss.de/ | https://www.peka-spritzguss.de/,PROVISIONAL,Codex research; Anna review pending
P97,Peltzer & Co. GmbH,https://www.peco-germany.com/,Neuenrade,North Rhine-Westphalia,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.peco-germany.com/impressum/ | https://www.peco-germany.com/,PROVISIONAL,Codex research; Anna review pending
P98,Robert Frank GmbH & Co. KG,https://www.frank-formenbau-spritzguss.de/,Berchtesgaden,Bavaria,22.29,Manufacture of other plastic products,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.frank-formenbau-spritzguss.de/impressum/ | https://www.frank-formenbau-spritzguss.de/,PROVISIONAL,Codex research; Anna review pending
P99,Kunststofftechnik Breitungen GmbH & Co. KG,https://www.kt-breitungen.de/,Breitungen,Thuringia,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.kt-breitungen.de/ | https://www.kt-breitungen.de/,PROVISIONAL,Codex research; Anna review pending
P100,Kläger Spritzguss GmbH & Co. KG,https://klaeger.de/,Dornstetten,Baden-Württemberg,22.29,Manufacture of other plastic products,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,YES,YES,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://kunststoffspritzguss-produzent.de/ | https://klaeger.de/,PROVISIONAL,Codex research; Anna review pending
P101,Metoba Metalloberflächenbearbeitung GmbH,https://www.metoba.de/,Lüdenscheid,North Rhine-Westphalia,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.metoba.de/impressum/ | https://www.metoba.de/,PROVISIONAL,Codex research; Anna review pending
P102,Rudolf Clauss GmbH & Co. KG,https://www.rudolf-clauss.de/,Mülheim an der Ruhr,North Rhine-Westphalia,25.61,Treatment and coating of metals,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.rudolf-clauss.de/ | https://www.rudolf-clauss.de/,PROVISIONAL,Codex research; Anna review pending
P103,Metallveredelung Gebrüder Wigl GmbH,https://www.wigl-gmbh.de/,Neufahrn,Bavaria,25.61,Treatment and coating of metals,,,,probable,small_group,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.wigl-gmbh.de/ | https://www.wigl-gmbh.de/,PROVISIONAL,Codex research; Anna review pending
P104,Holder GmbH Oberflächentechnik,https://holder-oft.de/,Kirchheim unter Teck,Baden-Württemberg,25.61,Treatment and coating of metals,,,,probable,linked_enterprise_check,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://holder-oft.de/impressum/ | https://holder-oft.de/,PROVISIONAL,Codex research; Anna review pending
P105,Dresdner Silber und Metallveredlung GmbH,https://www.dresdnersilber.de/,Dresden,Saxony,25.61,Treatment and coating of metals,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.dresdnersilber.de/impressum/ | https://www.dresdnersilber.de/,PROVISIONAL,Codex research; Anna review pending
P106,Felix Vuckovic - Technische Keramik GmbH,https://www.fv-technische-keramik.de/,Ludwigsburg,Baden-Württemberg,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.fv-technische-keramik.de/impressum/ | https://www.fv-technische-keramik.de/,PROVISIONAL,Codex research; Anna review pending
P107,Dibbern Porzellanmanufaktur GmbH,https://www.dibbern.de/en/about-dibbern/manufactory/,Hohenberg an der Eger,Bavaria,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,small_group,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.dibbern.de/en/about-us/ | https://www.dibbern.de/en/about-dibbern/manufactory/,PROVISIONAL,Codex research; Anna review pending
P108,Porzellanmanufaktur Reichenbach GmbH,https://reichenbach-porzellan.de/manufaktur/,Reichenbach,Thuringia,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://reichenbach-porzellan.de/ | https://reichenbach-porzellan.de/manufaktur/,PROVISIONAL,Codex research; Anna review pending
P109,Porzellan Manufaktur Nymphenburg GmbH & Co. KG,https://www.nymphenburg.com/,Munich,Bavaria,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,probable_independent,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://www.nymphenburg.com/policies/legal-notice | https://www.nymphenburg.com/,PROVISIONAL,Codex research; Anna review pending
P110,Neue Porzellanfabrik Triptis GmbH,https://www.triptisporzellan.de/,Triptis,Thuringia,23.41,Manufacture of ceramic household and ornamental articles,,,,probable,small_group,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,NOT_FOUND_AFTER_CHECK,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,YES,YES,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,No dated site-specific energy or decarbonisation target was found in the checked public sources.,No quantified site-specific energy investment was found in the checked public sources.,2026-09-14,2027-03-14,B,https://eschenbachporzellan.de/impressum | https://www.triptisporzellan.de/,PROVISIONAL,Codex research; Anna review pending
